"plot_year"	"Browsing_percent_plot"	"old_browsing_plot"	"young_browsing_plot"	"no_browsing_plot"	"height_plot"	"growth"	"FAI"	"site"	"NPP_July2016"	"NPP_June2016"	"EffectiveMooseDensitykm2"	"year_site"	"mean.temp"	"summ.temp"	"wint.temp"	"rain.GP"	"rain.year"	"rain.wint"	"site_Treatment"	"territory"	"EX"	"build_year"	"sample_year"	"time"	"date"	"month"	"day"	"plot"	"species_cor"	"nom_lat"	"height"	"diam"	"arrow"	"stem_state"	"no_browsing"	"young_browsing"	"old_browsing"	"Browsing_percent"	"sampling_area_m2"	"missingpicnote"	"Site"	"LON..NAD83.MTM..Modified.Transverse.Mercator..zone.6."	"LAT..NAD83.MTM..Modified.Transverse.Mercator..zone.6."	"LON.E"	"LAT.N"	"browsingfactorial"
"10481"	"47_2011"	NA	"0"	"0.666666666666667"	"9.33333333333333"	44	-2.16045554116465	1.70404847633266	"CA1002"	6.5	4.730000019	2	"2011_CA1002"	3.58633879781421	14.8495901639344	-4.77841530054645	3.79754098360656	3.03005464480874	2.19617486338798	"CA1002_TE"	"Casault"	"TE"	2010	2011	"T1"	"21/07/2011"	7	21	47	"Abibal"	"Abies balsamea"	35	NA	"Unbrowsed"	"Live"	5	0	0	0	4	"ok"	"CA1002"	336486.2031	5364749.184	-67.07186161	48.42061061	"no"
"10487"	"47_2012"	28.730158729	"1"	"0.666666666666667"	"13.6666666666667"	35.3333333333333	3.40687219952888	0.64334166453771	"CA1002"	6.5	4.730000019	2	"2012_CA1002"	3.78452054794521	15.6323770491803	-4.69450549450549	2.6344262295082	2.74109589041096	2.47197802197802	"CA1002_TE"	"Casault"	"TE"	2010	2012	"T2"	"29/05/2012"	5	29	47	"Abibal"	"Abies balsamea"	44	NA	"Browsed"	"Live"	34	1	0	2.857142857	4	"ok"	"CA1002"	336486.2031	5364749.184	-67.07186161	48.42061061	"yes"
"10490"	"47_2013"	73.9087301566667	"17"	"8"	"7.33333333333333"	49	-5.15185552123879	1.53531134218815	"CA1002"	6.5	4.730000019	2	"2013_CA1002"	1.47383561643836	14.1844262295082	-8.10576923076923	3.24508196721311	2.97095890410959	2.58516483516484	"CA1002_TE"	"Casault"	"TE"	2010	2013	"T3"	NA	NA	NA	47	"Abibal"	"Abies balsamea"	42	12.36	"Browsed"	"Live"	9	7	5	57.14285714	4	"ok"	"CA1002"	336486.2031	5364749.184	-67.07186161	48.42061061	"yes"
"10493"	"47_2014"	33.6538461533333	"4"	"2.5"	"4.16666666666667"	28.3333333333333	-0.63918802993037	1.54271519678618	"CA1002"	6.5	4.730000019	2	"2014_CA1002"	1.84493150684932	15.4483606557377	-8.18159340659341	3.36967213114754	2.81315068493151	2.53846153846154	"CA1002_TE"	"Casault"	"TE"	2010	2014	"T4"	"24/05/2014"	5	24	47	"Abibal"	"Abies balsamea"	32	12	"Unbrowsed"	"Live"	2	0	0	0	4	"ok"	"CA1002"	336486.2031	5364749.184	-67.07186161	48.42061061	"no"
"10499"	"47_2015"	NA	NA	NA	NA	25.7692307692308	0.207830107967066	3.1594981679206	"CA1002"	6.5	4.730000019	2	"2015_CA1002"	2.91325136612022	14.9754098360656	-5.49153005464481	2.91393442622951	2.78142076502732	2.94371584699454	"CA1002_TE"	"Casault"	"TE"	2010	2015	"T5"	"24/05/2015"	5	24	47	"Abibal"	"Abies balsamea"	13	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"CA1002"	336486.2031	5364749.184	-67.07186161	48.42061061	NA
"10535"	"470_2012"	15.1182151166667	"0"	"1.66666666666667"	"7.33333333333333"	38.5	-0.457019441400216	1.76098975540771	"CA1104"	6.5	5.050000191	2	"2012_CA1104"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132	"CA1104_TE"	"Casault"	"TE"	2011	2012	"T1"	"30/05/2012"	5	30	470	"Abibal"	"Abies balsamea"	25	NA	"Unbrowsed"	"Decaying"	3	4	0	57.14285714	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10541"	"470_2013"	20.2991452983333	"0"	"2.83333333333333"	"8"	36.6666666666667	0.138490739818247	1.30650699678702	"CA1104"	6.5	5.050000191	2	"2013_CA1104"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725	"CA1104_TE"	"Casault"	"TE"	2011	2013	"T2"	NA	NA	NA	470	"Abibal"	"Abies balsamea"	76	16.64	"Unbrowsed"	"Live"	16	8	0	33.33333333	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10547"	"470_2014"	42.26844468	"0.666666666666667"	"4.11111111111111"	"4.44444444444444"	37.2222222222222	0.907743849172329	1.29331485630883	"CA1104"	6.5	5.050000191	2	"2014_CA1104"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978	"CA1104_TE"	"Casault"	"TE"	2011	2014	"T3"	"26/05/2014"	5	26	470	"Abibal"	"Abies balsamea"	90	20	"Unbrowsed"	"Mutilate"	6	10	3	68.42105263	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10556"	"470_2015"	30.85399449	"2.90909090909091"	"1.63636363636364"	"7.63636363636364"	40.8636363636364	-0.923779619046021	0.986280061283604	"CA1104"	6.5	5.050000191	2	"2015_CA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1104_TE"	"Casault"	"TE"	2011	2015	"T4"	"23/05/2015"	5	23	470	"Abibal"	"Abies balsamea"	56	13	"Unbrowsed"	"Live"	7	0	4	36.36363636	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10578"	"471_2012"	4.58333333333333	"0"	"0.416666666666667"	"6.91666666666667"	29	0.720151847054884	3.40809695266532	"CA1104"	6.5	5.050000191	2	"2012_CA1104"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132	"CA1104_TE"	"Casault"	"TE"	2011	2012	"T1"	"30/05/2012"	5	30	471	"Abibal"	"Abies balsamea"	15	NA	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10590"	"471_2013"	29.47808183	"0"	"4"	"7.55555555555556"	31.8888888888889	1.93131631710173	1.28610408355196	"CA1104"	6.5	5.050000191	2	"2013_CA1104"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725	"CA1104_TE"	"Casault"	"TE"	2011	2013	"T2"	NA	NA	NA	471	"Abibal"	"Abies balsamea"	43	13.08	"Browsed"	"Mutilate"	5	7	0	58.33333333	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10599"	"471_2014"	47.4403626681818	"2"	"4.45454545454545"	"5.27272727272727"	39.6363636363636	0.315003482750231	1.84301446043248	"CA1104"	6.5	5.050000191	2	"2014_CA1104"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978	"CA1104_TE"	"Casault"	"TE"	2011	2014	"T3"	"26/05/2014"	5	26	471	"Abibal"	"Abies balsamea"	30	7.6	"Browsed"	"Mutilate"	1	5	0	83.33333333	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10610"	"471_2015"	NA	NA	NA	NA	40.9	4.2449390193433	1.88503632525118	"CA1104"	6.5	5.050000191	2	"2015_CA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1104_TE"	"Casault"	"TE"	2011	2015	"T4"	"23/05/2015"	5	23	471	"Abibal"	"Abies balsamea"	31	8	"Unbrowsed"	"Live"	5	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10634"	"472_2012"	0	"0"	"0"	"7.11111111111111"	26.8888888888889	-0.770008513389453	2.55607271449899	"CA1104"	6.5	5.050000191	2	"2012_CA1104"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132	"CA1104_TE"	"Casault"	"TE"	2011	2012	"T1"	"30/05/2012"	5	30	472	"Abibal"	"Abies balsamea"	20	NA	"Unbrowsed"	"Live"	5	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10643"	"472_2013"	12.5	"0"	"1.5"	"6.83333333333333"	23.8	1.01137808850126	2.20798172717576	"CA1104"	6.5	5.050000191	2	"2013_CA1104"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725	"CA1104_TE"	"Casault"	"TE"	2011	2013	"T2"	NA	NA	NA	472	"Abibal"	"Abies balsamea"	24	8.64	"Browsed"	"Live"	12	4	0	25	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10649"	"472_2014"	14.2857142857143	"0.142857142857143"	"0"	"4.85714285714286"	27.8571428571429	0.262233115136369	3.07348442030536	"CA1104"	6.5	5.050000191	2	"2014_CA1104"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978	"CA1104_TE"	"Casault"	"TE"	2011	2014	"T3"	"26/05/2014"	5	26	472	"Abibal"	"Abies balsamea"	31	14	"Unbrowsed"	"Live"	13	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10656"	"472_2015"	NA	"0.545454545454545"	"0.818181818181818"	"7.36363636363636"	28.9090909090909	2.16423256134151	2.68132852615706	"CA1104"	6.5	5.050000191	2	"2015_CA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1104_TE"	"Casault"	"TE"	2011	2015	"T4"	"23/05/2015"	5	23	472	"Abibal"	"Abies balsamea"	71	11.6	"Unbrowsed"	"Live"	15	6	2	34.7826087	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10668"	"473_2015"	NA	"0"	"0"	"1"	15.1666666666667	0.789397216964008	0.811973455776924	"CA1104"	6.5	5.050000191	2	"2015_CA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1104_TE"	"Casault"	"TE"	2011	2015	"T4"	"23/05/2015"	5	23	473	"Abibal"	"Abies balsamea"	16	3.1	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10674"	"474_2012"	0	"0"	"0"	"5.5"	21	0.0997133326691375	0.738490838009466	"CA1104"	6.5	5.050000191	2	"2012_CA1104"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132	"CA1104_TE"	"Casault"	"TE"	2011	2012	"T1"	"30/05/2012"	5	30	474	"Abibal"	"Abies balsamea"	20	NA	"Unbrowsed"	"Live"	7	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10676"	"474_2013"	20.833333335	"0"	"2.5"	"4"	21.4	2.39311998405931	1.07191995587752	"CA1104"	6.5	5.050000191	2	"2013_CA1104"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725	"CA1104_TE"	"Casault"	"TE"	2011	2013	"T2"	NA	NA	NA	474	"Abibal"	"Abies balsamea"	26.5	11.42	"Browsed"	"Live"	7	5	0	41.66666667	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10678"	"474_2014"	14.28571429	"1"	"0"	"6"	31	2.2435499850556	1.15278247267782	"CA1104"	6.5	5.050000191	2	"2014_CA1104"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978	"CA1104_TE"	"Casault"	"TE"	2011	2014	"T3"	"26/05/2014"	5	26	474	"Abibal"	"Abies balsamea"	31	10.8	"Unbrowsed"	"Live"	6	0	1	14.28571429	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10679"	"474_2015"	0	"0"	"0"	"15.5"	40	-2.99139998007414	1.05099181627446	"CA1104"	6.5	5.050000191	2	"2015_CA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1104_TE"	"Casault"	"TE"	2011	2015	"T4"	"23/05/2015"	5	23	474	"Abibal"	"Abies balsamea"	40	10.4	"Unbrowsed"	"Live"	13	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10689"	"475_2012"	0	"0"	"0"	"3.6"	21.4	0.408824663943465	1.42004039694388	"CA1104"	6.5	5.050000191	2	"2012_CA1104"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132	"CA1104_TE"	"Casault"	"TE"	2011	2012	"T1"	"30/05/2012"	5	30	475	"Abibal"	"Abies balsamea"	24	NA	"Unbrowsed"	"Live"	4	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10694"	"475_2013"	NA	"0"	"1"	"6.4"	23.04	-0.10345258264423	0.894837387408411	"CA1104"	6.5	5.050000191	2	"2013_CA1104"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725	"CA1104_TE"	"Casault"	"TE"	2011	2013	"T2"	NA	NA	NA	475	"Abibal"	"Abies balsamea"	25.5	6.78	"Unbrowsed"	"Live"	12	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10699"	"475_2014"	45.5034722225	"0.75"	"3.875"	"2.625"	22.625	-0.27311188543569	1.52628181659437	"CA1104"	6.5	5.050000191	2	"2014_CA1104"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978	"CA1104_TE"	"Casault"	"TE"	2011	2014	"T3"	"26/05/2014"	5	26	475	"Abibal"	"Abies balsamea"	30	8.3	"Browsed"	"Mutilate"	2	1	6	77.77777778	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10707"	"475_2015"	NA	NA	NA	NA	21.5294117647059	1.88428871293885	1.89035721358655	"CA1104"	6.5	5.050000191	2	"2015_CA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1104_TE"	"Casault"	"TE"	2011	2015	"T4"	"23/05/2015"	5	23	475	"Abibal"	"Abies balsamea"	15	4	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10734"	"476_2012"	0	"0"	"0"	"2.16666666666667"	19.3333333333333	1.45623012918887	1.70404847633266	"CA1104"	6.5	5.050000191	2	"2012_CA1104"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132	"CA1104_TE"	"Casault"	"TE"	2011	2012	"T1"	"30/05/2012"	5	30	476	"Abibal"	"Abies balsamea"	20	NA	"Unbrowsed"	"Live"	2	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10740"	"476_2013"	0	"0"	"0"	"10.5"	25.175	-0.479870413470226	1.81273517033594	"CA1104"	6.5	5.050000191	2	"2013_CA1104"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725	"CA1104_TE"	"Casault"	"TE"	2011	2013	"T2"	NA	NA	NA	476	"Abibal"	"Abies balsamea"	22.3	7.16	"Unbrowsed"	"Live"	8	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10744"	"476_2014"	81.4004629625	"0"	"7.16666666666667"	"0.833333333333333"	23.25	0.738947018887361	2.30535469738696	"CA1104"	6.5	5.050000191	2	"2014_CA1104"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978	"CA1104_TE"	"Casault"	"TE"	2011	2014	"T3"	"26/05/2014"	5	26	476	"Abibal"	"Abies balsamea"	32	13	"Browsed"	"Mutilate"	0	16	0	100	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10756"	"476_2015"	56.6883116885714	"2.57142857142857"	"1.42857142857143"	"2.14285714285714"	26.2142857142857	1.582504007316	1.72310321884065	"CA1104"	6.5	5.050000191	2	"2015_CA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1104_TE"	"Casault"	"TE"	2011	2015	"T4"	"23/05/2015"	5	23	476	"Abibal"	"Abies balsamea"	24	10.2	"Browsed"	"Mutilate"	3	0	3	50	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10772"	"477_2012"	0	"0"	"0"	"5.57142857142857"	25.5714285714286	2.16342319987504	1.98805655572144	"CA1104"	6.5	5.050000191	2	"2012_CA1104"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132	"CA1104_TE"	"Casault"	"TE"	2011	2012	"T1"	"30/05/2012"	5	30	477	"Abibal"	"Abies balsamea"	37	NA	"Unbrowsed"	"Live"	8	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10779"	"477_2013"	0	"0"	"0"	"11"	34.25	-2.27025891344912	1.73618025954023	"CA1104"	6.5	5.050000191	2	"2013_CA1104"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725	"CA1104_TE"	"Casault"	"TE"	2011	2013	"T2"	NA	NA	NA	477	"Abibal"	"Abies balsamea"	29.5	7.46	"Unbrowsed"	"Live"	13	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10781"	"477_2014"	53.0952380957143	"0.428571428571429"	"4.28571428571429"	"1.42857142857143"	25.1428571428571	0.82554869579968	2.44620045801217	"CA1104"	6.5	5.050000191	2	"2014_CA1104"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978	"CA1104_TE"	"Casault"	"TE"	2011	2014	"T3"	"26/05/2014"	5	26	477	"Abibal"	"Abies balsamea"	15	7.4	"Unbrowsed"	"Decaying"	3	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10788"	"477_2015"	29.2024793390909	"2.63636363636364"	"0.727272727272727"	"4.36363636363636"	28.4545454545455	0.354095641580745	2.98572261259493	"CA1104"	6.5	5.050000191	2	"2015_CA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1104_TE"	"Casault"	"TE"	2011	2015	"T4"	"23/05/2015"	5	23	477	"Abibal"	"Abies balsamea"	35	13.1	"Unbrowsed"	"Mutilate"	1	2	8	90.90909091	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10799"	"478_2013"	0	"0"	"0"	"7"	20	-1.99426665338276	1.82948549449	"CA1104"	6.5	5.050000191	2	"2013_CA1104"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725	"CA1104_TE"	"Casault"	"TE"	2011	2013	"T2"	NA	NA	NA	478	"Abibal"	"Abies balsamea"	20	6.92	"Unbrowsed"	"Live"	7	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10800"	"478_2014"	0	"0"	"0"	"1"	12	2.49283331672845	1.09359275758528	"CA1104"	6.5	5.050000191	2	"2014_CA1104"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978	"CA1104_TE"	"Casault"	"TE"	2011	2014	"T3"	"26/05/2014"	5	26	478	"Abibal"	"Abies balsamea"	12	5.9	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10801"	"478_2015"	0	"0"	"0"	"2"	22	-0.0415472219454744	1.10895229536279	"CA1104"	6.5	5.050000191	2	"2015_CA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1104_TE"	"Casault"	"TE"	2011	2015	"T4"	"23/05/2015"	5	23	478	"Abibal"	"Abies balsamea"	11	3.8	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10809"	"479_2012"	0	"0"	"0"	"9"	32	-4.23781663843836	0.568016158777553	"CA1104"	6.5	5.050000191	2	"2012_CA1104"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132	"CA1104_TE"	"Casault"	"TE"	2011	2012	"T1"	"30/05/2012"	5	30	479	"Abibal"	"Abies balsamea"	23	NA	"Unbrowsed"	"Live"	4	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10811"	"479_2013"	0	"0"	"0"	"1"	15	0.934812493773167	0.971816714066648	"CA1104"	6.5	5.050000191	2	"2013_CA1104"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725	"CA1104_TE"	"Casault"	"TE"	2011	2013	"T2"	NA	NA	NA	479	"Abibal"	"Abies balsamea"	15	5.2	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10812"	"479_2014"	67.6767676775	"0"	"5"	"1"	18.75	0.32293522512164	3.75759112768422	"CA1104"	6.5	5.050000191	2	"2014_CA1104"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978	"CA1104_TE"	"Casault"	"TE"	2011	2014	"T3"	"26/05/2014"	5	26	479	"Abibal"	"Abies balsamea"	21	9.4	"Browsed"	"Mutilate"	1	8	0	88.88888889	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10816"	"479_2015"	NA	NA	NA	NA	20.0454545454545	0.990100254637912	3.62676947573993	"CA1104"	6.5	5.050000191	2	"2015_CA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1104_TE"	"Casault"	"TE"	2011	2015	"T4"	"23/05/2015"	5	23	479	"Abibal"	"Abies balsamea"	18	3.4	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10841"	"48_2011"	0	"0"	"0"	"10"	27	-0.249283331672845	1.48520697148071	"CA1002"	6.5	4.730000019	2	"2011_CA1002"	3.58633879781421	14.8495901639344	-4.77841530054645	3.79754098360656	3.03005464480874	2.19617486338798	"CA1002_TE"	"Casault"	"TE"	2010	2011	"T1"	"21/07/2011"	7	21	48	"Abibal"	"Abies balsamea"	27	NA	"Unbrowsed"	"Live"	10	0	0	0	4	"ok"	"CA1002"	336486.2031	5364749.184	-67.07186161	48.42061061	"no"
"10842"	"48_2012"	0	"0"	"0"	"8.5"	26	2.28509720700107	1.28863383275426	"CA1002"	6.5	4.730000019	2	"2012_CA1002"	3.78452054794521	15.6323770491803	-4.69450549450549	2.6344262295082	2.74109589041096	2.47197802197802	"CA1002_TE"	"Casault"	"TE"	2010	2012	"T2"	"29/05/2012"	5	29	48	"Abibal"	"Abies balsamea"	33	NA	"Unbrowsed"	"Live"	12	0	0	0	4	"ok"	"CA1002"	336486.2031	5364749.184	-67.07186161	48.42061061	"no"
"10844"	"48_2013"	0	"0"	"0"	"11.6666666666667"	35.1666666666667	-0.68968388429487	1.77454218978759	"CA1002"	6.5	4.730000019	2	"2013_CA1002"	1.47383561643836	14.1844262295082	-8.10576923076923	3.24508196721311	2.97095890410959	2.58516483516484	"CA1002_TE"	"Casault"	"TE"	2010	2013	"T3"	NA	NA	NA	48	"Abibal"	"Abies balsamea"	58	11.6	"Unbrowsed"	"Live"	21	0	0	0	4	"ok"	"CA1002"	336486.2031	5364749.184	-67.07186161	48.42061061	"no"
"10847"	"48_2014"	3.75	"0"	"1.2"	"9"	32.4	-0.0850496072766164	1.96190504676055	"CA1002"	6.5	4.730000019	2	"2014_CA1002"	1.84493150684932	15.4483606557377	-8.18159340659341	3.36967213114754	2.81315068493151	2.53846153846154	"CA1002_TE"	"Casault"	"TE"	2010	2014	"T4"	"24/05/2014"	5	24	48	"Abibal"	"Abies balsamea"	30	11.3	"Unbrowsed"	"Live"	7	0	0	0	4	"ok"	"CA1002"	336486.2031	5364749.184	-67.07186161	48.42061061	"no"
"10852"	"48_2015"	NA	NA	NA	NA	32.0588235294118	1.70954598534465	2.33387591974489	"CA1002"	6.5	4.730000019	2	"2015_CA1002"	2.91325136612022	14.9754098360656	-5.49153005464481	2.91393442622951	2.78142076502732	2.94371584699454	"CA1002_TE"	"Casault"	"TE"	2010	2015	"T5"	"24/05/2015"	5	24	48	"Abibal"	"Abies balsamea"	27	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"CA1002"	336486.2031	5364749.184	-67.07186161	48.42061061	NA
"10875"	"480_2012"	0	"0"	"0"	"4.83333333333333"	20.3333333333333	1.63696054465168	1.70404847633266	"CA1104"	6.5	5.050000191	2	"2012_CA1104"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132	"CA1104_TE"	"Casault"	"TE"	2011	2012	"T1"	"30/05/2012"	5	30	480	"Abibal"	"Abies balsamea"	29	NA	"Unbrowsed"	"Decaying"	4	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10881"	"480_2013"	0	"0"	"0"	"7.8"	26.9	-1.25710022972163	2.02105431628681	"CA1104"	6.5	5.050000191	2	"2013_CA1104"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725	"CA1104_TE"	"Casault"	"TE"	2011	2013	"T2"	NA	NA	NA	480	"Abibal"	"Abies balsamea"	30.4	8.66	"Unbrowsed"	"Live"	11	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
"10886"	"480_2014"	47.1428571428571	"0"	"2.71428571428571"	"3.28571428571429"	21.8571428571429	2.45054418010537	2.76360148546084	"CA1104"	6.5	5.050000191	2	"2014_CA1104"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978	"CA1104_TE"	"Casault"	"TE"	2011	2014	"T3"	"26/05/2014"	5	26	480	"Abibal"	"Abies balsamea"	20	7.9	"Browsed"	"Mutilate"	1	4	0	80	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"yes"
"10893"	"480_2015"	8.07291666625	"1.5"	"0"	"8.625"	31.6875	0.202542706984186	2.39732044676828	"CA1104"	6.5	5.050000191	2	"2015_CA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1104_TE"	"Casault"	"TE"	2011	2015	"T4"	"23/05/2015"	5	23	480	"Abibal"	"Abies balsamea"	28.5	9.4	"Unbrowsed"	"Live"	4	0	0	0	4	"ok"	"CA1104"	329956.4437	5371546.237	-67.15968049	48.48203516	"no"
